name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,date
Madden NFL 2004,PS2,2003.0,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0,E,2003-09-25
Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,249.0,T,2004-09-09
Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,,,,,,2003-10-16
Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,149.0,E,2007-12-14
Super Mario Land 3: Wario Land,G,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,,,,,1994-07-10
FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.09,3.47,0.03,0.58,5.17,90.0,48.0,6.1,404.0,E,2012-12-19
Diablo III,PC,2012.0,Role-Playing,Activision,2.45,2.17,0.0,0.54,5.17,88.0,86.0,4.0,9643.0,M,2012-08-13
Donkey Kong Country 2: Diddys Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,1995-02-20
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,T,2003-11-24
Kirbys Dream Land,G,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,,,,,1992-03-09
Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,,,,,1996-02-15
Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,113.0,T,2006-06-10
Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,608.0,M,2010-11-16
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,,2008-08-16
Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,671.0,M,2009-09-08
The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,418.0,E,2007-02-16
FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,E,2010-06-17
Super Mario Bros.,G,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,,1999-07-04
The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,2.04,2.12,0.07,0.83,5.06,,,,,,2014-07-21
Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,268.0,M,1996-03-22
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,1.99,0.16,1.19,5.03,86.0,50.0,8.0,152.0,M,2006-04-21
Tony Hawks Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,T,1999-04-07
Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,,1999-04-08
Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,,1998-07-21
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,47.0,T,2007-07-10
Links Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,T,2007-06-25
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.94,93.0,84.0,8.5,1658.0,M,2008-09-15
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,2007-12-16
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.63,1.1,0.82,0.38,4.93,,,,,,2014-08-19
Uncharted: Drakes Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.32,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2332.0,T,2007-08-05
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,E,2005-05-19
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,1997-04-11
Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,,2010-10-22
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.58,1.69,0.0,0.59,4.85,93.0,82.0,8.2,3057.0,T,2010-01-08
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,1990-01-25
Assassins Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,777.0,M,2007-08-01
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.34,0.12,0.61,4.8,92.0,101.0,8.7,2647.0,M,2010-09-12
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86.0,78.0,8.1,1289.0,T,2015-08-22
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,239.0,E,1999-01-18
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,E,2007-02-15
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,93.0,T,2000-09-18
Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1477.0,T,2011-05-05
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,,2003-12-03
Tony Hawks Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,301.0,T,2000-12-06
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,T,2002-06-06
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,149.0,T,1996-02-23
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.83,1.12,1.32,0.36,4.62,73.0,50.0,7.6,120.0,E,2008-10-12
Luigis Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86.0,74.0,8.4,461.0,E,2013-01-10
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.62,2.13,0.14,0.73,4.62,,,,,,2014-07-03
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84.0,101.0,6.4,2455.0,T,2015-10-10
The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,,1991-03-03
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,977.0,E,2002-08-06
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,T,2007-02-09
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,619.0,E,2011-05-13
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.56,1.24,1.48,0.26,4.54,81.0,88.0,8.5,1189.0,E10+,2015-05-18
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,,2009-07-08
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,E,2004-06-11
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,167.0,T,2007-10-07
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.18,1.38,0.63,0.32,4.51,,,,,,2011-08-04
Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,,,1981-06-02
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,E,2006-03-24
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,42.0,E,2002-03-14
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93.0,83.0,9.0,1615.0,E,2013-07-07
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,,2000-09-25
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,1007.0,M,2005-05-23
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,473.0,E10+,2012-01-22
Tony Hawks Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,T,2001-10-03
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,E,2006-02-08
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94.0,90.0,8.7,1113.0,M,2006-09-09
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,,,1987-05-16
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.57,1.93,0.19,0.69,4.38,,,4.8,207.0,M,2014-01-13
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.59,1.37,0.01,0.4,4.37,88.0,39.0,6.2,1759.0,M,2015-10-16
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,138.0,T,2005-05-18
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,32.0,E10+,2010-06-06
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,86.0,70.0,8.1,718.0,M,2006-06-06
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,,,,,1991-03-13
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,778.0,E10+,2005-01-15
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.79,1.13,0.0,0.4,4.32,,,4.9,221.0,M,2014-05-04
Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,,,,1980-06-22
FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,110.0,E,2014-03-25
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2427.0,M,2008-09-12
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.24,91.0,70.0,8.9,1130.0,T,2009-07-22
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,E,2001-11-23
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,968.0,M,2004-12-22
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84.0,41.0,4.2,436.0,E,2013-03-14
Assassins Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,620.0,M,2011-06-19
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+,2006-12-10
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,,,1995-08-24
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E,2005-12-01
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E,2003-05-10
Assassins Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80.0,77.0,7.2,570.0,M,2011-01-12
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E,2007-09-02
FIFA 12,X360,2011.0,Sports,Electronic Arts,0.85,2.78,0.02,0.53,4.18,,,,,,2011-03-20
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,,,,,1989-10-05
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94.0,61.0,7.3,331.0,T,2009-01-10
Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,,,1984-08-10
Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,,,,,,1997-07-15
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E,2002-06-24
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92.0,79.0,9.2,10270.0,M,2015-06-12
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3179.0,M,1997-05-14
Super Mario World 2: Yoshis Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,,,,,,1995-06-01
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,,,2006-10-15
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,,,,,1992-06-16
Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80.0,80.0,6.3,3018.0,M,2014-06-05
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,789.0,T,2007-02-05
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87.0,89.0,7.6,2715.0,M,2015-08-02
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,718.0,M,2007-04-21
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85.0,83.0,7.7,1663.0,M,2014-02-24
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84.0,81.0,8.1,775.0,M,2010-08-05
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0,E,2005-09-16
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E,2007-04-25
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E,2007-07-18
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,,,,,1996-07-18
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,118.0,T,2000-01-02
Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,1997-09-09
Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,,,,,,1984-07-07
Tom Clancys The Division,PS4,2016.0,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,80.0,64.0,7.0,2234.0,M,2016-03-18
Assassins Creed: Unity,PS4,2014.0,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70.0,40.0,4.9,2069.0,M,2014-08-01
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,,,E10+,2005-05-09
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,684.0,M,2009-03-01
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90.0,57.0,8.0,916.0,M,2008-07-02
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93.0,81.0,7.9,1972.0,E10+,2011-07-10
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,73.0,E10+,2007-06-19
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,3.92,94.0,32.0,8.1,9142.0,M,2011-02-03
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.47,0.73,0.27,3.92,,,,,,2011-10-10
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86.0,80.0,8.7,348.0,T,2014-05-01
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,2.24,1.3,0.02,0.35,3.91,,,,,,2015-07-16
Donkey Kong Land,G,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,,,,,1994-06-23
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81.0,27.0,8.7,39.0,E,2009-08-03
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87.0,51.0,6.7,369.0,E10+,2015-01-05
Tony Hawks Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T,2003-11-19
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.7,233.0,T,2005-09-23
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,,,,,,1988-11-07
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.3,224.0,T,2006-06-15
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E,2004-02-18
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76.0,64.0,7.9,104.0,E10+,2010-05-17
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,,,,,1995-01-09
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1570.0,M,2013-10-14
The Legend of Zelda: Links Awakening,G,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,,,,,1992-12-22
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E,2007-09-12
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E,2007-02-06
Resident Evil Directors Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,,,,,,1996-05-15
Mario & Luigi: Bowsers Inside Story,DS,2009.0,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,,,,,,2009-11-09
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,65.0,E10+,2008-02-14
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,30.0,T,2002-10-13
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,,,,,,2007-06-17
Harry Potter and the Sorcerers Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,43.0,E,2001-06-15
Assassins Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88.0,36.0,8.1,846.0,M,2013-03-09
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.12,1.87,0.27,0.45,3.72,,,,,,2011-11-07
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,,,,,,1999-04-21
Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85.0,56.0,7.9,423.0,E,2007-10-18
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,210.0,E,2000-09-08
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E,2004-12-23
Pok\xc3\xa9mon Trading Card Game,G,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,,,,,1998-01-08
Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,,,,,,2009-01-13
Tony Hawks Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,129.0,T,2002-07-07
MySims,DS,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,6.9,14.0,E,2007-02-17
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+,2005-03-16
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,,,,,,1998-10-03
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,83.0,M,2002-02-04
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,314.0,E,2001-12-02
Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,,,1999-11-01
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E,2007-07-12
Resident Evil 4,PS2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1025.0,M,2005-09-07
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.5,204.0,E,2009-06-03
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T,2008-05-23
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85.0,18.0,6.9,1586.0,M,2013-04-15
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,143.0,T,2004-02-21
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,,,,,,1994-11-24
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T,2001-08-03
Luigis Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.6,162.0,E,2001-02-08
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.89,1.39,0.0,0.31,3.59,,,6.2,10.0,E10+,2013-11-10
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T,2005-11-13
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E,2007-08-15
WWF SmackDown!,PS,2000.0,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,,,,,2000-09-25
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,,,1997-12-15
Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision,2.25,0.98,0.0,0.33,3.56,78.0,18.0,3.2,315.0,M,2016-11-11
Assassins Creed: Unity,XOne,2014.0,Action,Ubisoft,2.32,0.9,0.0,0.33,3.56,72.0,59.0,4.1,1008.0,M,2014-09-09
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M,2006-07-11
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,89.0,M,2002-02-25
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,,,,,,1997-07-02
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T,2001-04-16
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,,,,,,2005-09-07
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,1.96,1.33,0.0,0.23,3.52,,,,,,2000-09-14
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E,2010-02-22
Spyro 2: Riptos Rage!,PS,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,,,,,,1999-09-10
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M,2008-12-25
